"AGRICOLA FARM SRL","18152931","J13/3692/2005","ROONRC.J13/3692/2005","1048,2080,2114","Municipiul Medgidia, Sos. CONSTANTEI, BIROUL NR. 1 Nr. 6, Judet Constanta","114870","114870","126340","37735","82615","5990","","158362","158362","","82848","200","","41902","43246","8926","34320","0","33063","0",""
"CASA PRIMENITA SRL","36360736","J5/1461/2016","ROONRC.J5/1461/2016","1048","Sat Popesti, Comuna Popesti, Str.POPESTI Nr. 51, Judet Bihor","1392","10339","3730","0","0","3730","0","15000","0","0","-931","200","0","0","0","1131","0","1131","0","1131","0"
"COMPLEX COMET SA","2622360","J40/391/1991","ROONRC.J40/391/1991","1048,2080","Bucuresti Sectorul 6, B-dul TIMISOARA Nr. 84","10986847","10986847","2160827","842648","1317282","897","","449009","449009","","12698665","3121775","","917908","917908","887067","30841","0","30841","0","3"
"AGRICOL IUSEIN SRL","18214180","J13/3916/2005","ROONRC.J13/3916/2005","1048,2080,2127","Sat Dobromir, Comuna Dobromir, Judet Constanta","294492","294492","417996","268609","144808","4579","","709662","709662","","2826","200","","418978","191058","540745","0","349687","0","353877","3"
"MON ACTIV SERV SRL","18214147","J13/3920/2005","ROONRC.J13/3920/2005","1048,2080","Loc. Navodari, Oras Navodari, Str. CABANEI Nr. 4, Bloc M2, Scara B, Etaj 4, Apartament 37, Judet Constanta","3553","3553","6483","","5788","695","","60971","60971","","-50935","200","","119405","119593","135921","0","16328","0","17524","1"
"TOTAL ECO SRL","18170024","J13/3772/2005","ROONRC.J13/3772/2005","1048,2080","Sat Dumbraveni, Comuna Dumbraveni, Str. PRINCIPALA Nr. 43A, FERMA ZOOTEHNICA DUMBRAVENI, Judet Constanta","53474","53474","304491","","262851","41640","","96798","96798","","229887","160200","","","0","30374","0","30374","0","30374",""
"INGINERIE CIVILA SRL","23950","J40/2057/1991","ROONRC.J40/2057/1991","1048,2080,2114","Bucuresti Sectorul 3, Calea CALARASILOR Nr. 242, Bloc 77, Etaj P, Apartament 4","","","348258","","300953","47305","","21508","21508","","326750","580","","258214","260147","120993","139154","0","136553","0","1"
"VIRGO SRL","18169950","J13/3769/2005","ROONRC.J13/3769/2005","1048,2080","Municipiul Constanta, B-dul ALEXANDRU LAPUSNEANU Nr. 90-92, Bloc LE37, Scara C, Apartament 47, Judet Constanta","278","278","15904","15696","","208","","118916","118916","","-102734","200","","","0","","0","0","0","0",""
"NICO FLORI SRL","15667623","J30/675/2003","ROONRC.J30/675/2003","1074,2080","Sat Mediesu Aurit, Comuna Mediesu Aurit Nr. 455, Judet Satu Mare","","","1883","","1883","","","10994","10994","","-9111","200","","","0","70","0","70","0","70",""
"ADRIAN BROKER INVEST SRL","36360680","J5/1458/2016","ROONRC.J5/1458/2016","1048","Sat Ineu, Comuna Ineu, Str.INEU Nr. 1/B, Judet Bihor","7022","","23427","5594","","17833","","5591","","","17836","200","","30853","30853","12908","17945","0","17636","0","1"
"SARANDI STYLE SRL","18157750","J13/3713/2005","ROONRC.J13/3713/2005","1048,2080","Municipiul Constanta, Str. BRIZEI Nr. 11, Bloc FA3, Scara C, Apartament 24, Judet Constanta","","","1669","1453","","216","402","45632","45632","","-43561","","","8444","13018","12528","490","0","100","0",""
"ART COURAGE SRL","36360639","J5/1456/2016","ROONRC.J5/1456/2016","1048","Municipiul Oradea, Str. DR. LOUIS PASTEUR Nr. 4, Judet Bihor","4791","","684757","","8166","676591","","77071","","","607686","200","","800821","801087","309286","491801","0","483792","0","2"
"ANDY'S LOGISTIC SRL","36106216","J20/575/2016","ROONRC.J20/575/2016","1048","Sat Santandrei, Oras Simeria, Str.SINTANDREI, DN7, KM 384+0,15, Judet Hunedoara","4941","202139","360282","92","332578","27612","","670437","","","-108016","50000","","1222521","1248570","1375081","0","126511","0","135078","5"
"BONEY KING SRL","15693215","J30/704/2003","ROONRC.J30/704/2003","1048,2080","Municipiul Carei, Str. PIATA AGROALIMENTARA Nr. 26, Judet Satu Mare","","","45184","44318","","866","","41637","41637","","3547","200","","133029","133029","127895","5134","0","3152","0","1"
"DMN LOUNGE CAFFE SRL","36128940","J23/2202/2016","ROONRC.J23/2202/2016","1048","Sat Clinceni, Comuna Clinceni, Str. SABARULUI Nr. 227, camera nr. 2, Judet Ilfov","5630","128250","54219","18738","81","35400","535","122434","","","60570","200","","438903","538903","493031","45872","0","40334","0","6"
"GLOBAL SYSTEMS 2001 SRL","330858","J40/1827/1991","ROONRC.J40/1827/1991","1074,2080","Bucuresti Sectorul 3, Str. LT ALEXANDRU POPESCU Nr. 7D","6324","6324","130577","945","121369","8263","","56247","56247","","80654","200","","","0","","0","0","0","0","1"
"INTERCAR SRL","4965489","J40/4495/1991","ROONRC.J40/4495/1991","1048,2080","Bucuresti Sectorul 1, Intr. STRAULESTI, LOTUL 1","23271","23271","90036","21431","43980","24625","","45084","45084","","68223","200","","187812","193527","337438","0","143911","0","146585","1"
"BORCANUL CU MIERE SRL","38009007","J23/3925/2017","ROONRC.J23/3925/2017","1048","Sat Dimieni, Comuna Tunari, Str. VULCANA Nr. 25, Parter, Camera 1, Judet Ilfov","122","122","316","","","316","","1200","1200","","-762","200","","","0","962","0","962","0","962",""
"MARILENE PRODIMPEX SRL","3616537","J39/169/1993","ROONRC.J39/169/1993","1048,2080","Municipiul Adjud, Str. REPUBLICII Nr. 32, Bloc 88, Etaj PART, Judet Vrancea","171662","171662","45126","30675","270","14181","","133333","133333","","83455","20200","","30000","30000","8418","21582","0","20682","0",""
"PROFESSIONAL BARTENDING SERVICE SRL","18245992","J13/4033/2005","ROONRC.J13/4033/2005","1048,2080","Municipiul Constanta, Str. ARDEALULUI Nr. 10, Bloc L32, Scara C, Etaj 3, Apartament 52, Judet Constanta","2912781","2912781","650349","176366","396862","77121","298","1760530","1760530","","1802898","200","","4572635","4583715","3521858","1061857","0","932207","0","24"
"ZIPINET SRL","38009058","J23/3923/2017","ROONRC.J23/3923/2017","1048","Oras Magurele, Str. PRIVIGHETORILOR Nr. 32 B, Judet Ilfov","","","1307","","634","673","","1503","1503","","-196","200","","1160","1160","1521","0","361","0","396",""
"VETI LACTO DISTRIBUTION SRL","35105506","J21/253/2016","ROONRC.J21/253/2016","1048","Sat Fierbintii de Sus, Oras Fierbinti-Targ, Calea URZICENI Nr. 154, Judet Ialomita","4617","23750","56","","","56","","64060","","","-40254","200","","","0","1255","0","1255","0","1255","1"
"DECEROM CLIMA PROVIDERS SRL","38008990","J23/3928/2017","ROONRC.J23/3928/2017","1048","Oras Bragadiru, Sos. CENTURII Nr. 5-7, parter, Bloc C, Scara A, Judet Ilfov","428","428","13023","","3499","9524","","192","192","","13259","200","","18691","22095","8373","13722","0","13059","0",""
"MARSEBGLASS SRL","36248156","J40/8830/2016","ROONRC.J40/8830/2016","1048","Bucuresti Sectorul 6, Str. DOBRENI Nr. 3, Bloc P22, Scara 3, Etaj 3, Apartament 40","4334","","12469","","828","11641","100","35670","","","-23101","200","","141737","141851","177195","0","35344","0","39599","1"
"VIDMONSEC SRL","36248148","J40/8832/2016","ROONRC.J40/8832/2016","1048","Bucuresti Sectorul 2, Str. BRASOVENI Nr. 5, PARTER, CAMERA 2, Bloc 4, Apartament 3","8020","743","22488","4661","","17827","","428","","","22803","200","","38250","38251","19793","18458","0","17310","0",""
"PATI-COF I DULCINEEA SRL","337961","J40/4550/1991","ROONRC.J40/4550/1991","1048,2080","Bucuresti Sectorul 3, B-dul CORNELIU COPOSU Nr. 1BIS","","","171333","","171333","","","3633","3633","","167700","200","","22239","22239","46626","0","24387","0","25054",""
"IMG TREND STILE SRL","36248172","J40/8845/2016","ROONRC.J40/8845/2016","1048","Bucuresti Sectorul 4, Str. ALUNISULUI Nr. 4, PARTER, CAM. 2, Bloc 11A","4771","","12425","56","","12369","","1354","","","11071","200","","19918","19971","13521","6450","0","5870","0",""
"TURN CONSTRUCTII SRL","375299","J40/4349/1991","ROONRC.J40/4349/1991","1048,2080","Bucuresti Sectorul 4, Sos. OLTENITEI Nr. 248, Bloc 123, Scara 2, Etaj 7, Apartament 99","","","13264","10944","1162","1158","","27457","27457","","-14193","210","","20398","20398","37388","0","16990","0","17378","1"
"INTELLIGENT TOURISM & EVENTS SRL","36248610","J40/8852/2016","ROONRC.J40/8852/2016","1048","Bucuresti Sectorul 3, Str. THEODOR SPERANTIA Nr. 108, Bloc S22, Scara 2, Etaj 5, Apartament 15","7911","","172376","270","38973","133133","","92180","","","80196","3000","","190088","197803","144409","53394","0","50460","0","1"
"GENTIL ACTIV SRL","18296821","J13/106/2006","ROONRC.J13/106/2006","1048,2080","Municipiul Mangalia, Str. VASILE PARVAN Nr. 11, Judet Constanta","","","171034","","170699","335","","186243","186243","","-15209","200","","","0","15449","0","15449","0","15449","1"
"ZEIDEN MEDIA DESIGN SRL","36511456","J8/1867/2016","ROONRC.J8/1867/2016","1048","Municipiul Codlea, Str. 9 MAI Nr. 20, camera 1, Bloc 20, Scara C, Etaj 3, Apartament 16, Judet Brasov","7312","15011","14111","","3400","10711","","10317","","","18805","200","","75295","75296","56990","18306","0","16046","0",""
"NEST ELECTRONIC SRL","448331","J40/4399/1991","ROONRC.J40/4399/1991","1048,2080","Bucuresti Sectorul 6, B-dul UVERTURII Nr. 106","9967","9967","373047","242279","36633","94135","14257","312664","312664","","84607","300","","1127640","1136598","1113288","23310","0","0","11798","15"
"MOGAPROD SRL","15220020","J35/382/2003","ROONRC.J35/382/2003","1048","Sat Sag, Comuna Sag, Str. LXXX Nr. 9, Judet Timis","1764","1764","159151","111469","36817","10865","","16449","16449","","144466","200","","121981","122023","110618","11405","0","10184","0","2"
"RITHMUS COMARTIMEX SRL","411413","J40/2058/1991","ROONRC.J40/2058/1991","1048,2080","Bucuresti Sectorul 5, Sos. PANDURI, Bloc P 33, Etaj 3, Apartament 8","","","17342","","2575","14767","","620","620","","16722","220","","","0","240","0","240","0","240",""
"WOODPATH TECH SRL","36575840","J12/3512/2016","ROONRC.J12/3512/2016","1048","Municipiul Cluj-Napoca, Aleea CLABUCET Nr. 2, Apartament 93, Judet Cluj","7120","","885379","","199545","685834","","7534","","","877845","250","","927163","972299","69377","902922","0","881151","0","1"
"THE BUSINESS BEARS SRL","36575824","J12/3514/2016","ROONRC.J12/3514/2016","1048","Sat Gilau, Comuna Gilau, Str.GILAU, Ferma nr.8, Hala nr.5, CF nr.51356 Gilau, Judet Cluj","4619","92588","139879","40150","78975","20754","","112664","","","119803","200","","1508818","1528317","1403680","124637","0","109354","0","1"
"GABOR PROFESIONAL SRL","18318210","J13/167/2006","ROONRC.J13/167/2006","1074,2069,2080,2120","Loc. Murfatlar, Oras Murfatlar, Calea BUCURESTI Nr. 33, Judet Constanta","","","225508","220676","3417","1415","","223646","223646","","1862","200","","","0","","0","0","0","0",""
"GLOBAL LINE SHIPPING SRL","18386118","J13/440/2006","ROONRC.J13/440/2006","1048","Sat Agigea, Comuna Agigea, Str. MEDUZEI Nr. 1A, BIROU - CAMERA 24, Judet Constanta","731","731","2537","","1449","1088","","24796","24796","","-21528","1000","","10812","11445","16250","0","4805","0","5148",""
"STEF SERV CONSTRUCT SRL","18366706","J13/356/2006","ROONRC.J13/356/2006","1074,2080,2114,2120","Loc. Navodari, Oras Navodari, Str. PESCARUSULUI, Bloc CP3, Scara B, Apartament 17, Judet Constanta","","","127925","","127829","96","","42391","42391","","85534","200","","","0","","0","0","0","0",""
"I.CO PROIECT SRL","15134108","J35/93/2003","ROONRC.J35/93/2003","1048,2080","Municipiul Timisoara, Str. SOROCA Nr. 15, Scara B, Etaj 2, Apartament 5, Judet Timis","","","8526","","19","8507","","92","92","","8434","200","","33532","33532","5238","28294","0","27363","0","1"
"ANAROX DAN PUB SRL","36839055","J8/2538/2016","ROONRC.J8/2538/2016","1048","Sat Rotbav, Comuna Feldioara, Str.ROTBAV Nr. 314, CAMERA 3, Judet Brasov","","","187448","8266","125000","54182","","1966","1966","","185482","200","","199615","199615","12305","187310","0","185282","0",""
"PRODEXPORT SA","1558839","J40/1512/1991","ROONRC.J40/1512/1991","1048,2080","Bucuresti Sectorul 3, B-dul DECEBAL, TRONSON V, Bloc H2, Scara 5, Etaj 3, Apartament 129","-53030","-53030","3235551","","3231710","3841","300745","6852384","6852384","","-3369118","402468","","","0","30953","0","30953","0","30953","1"
"PARTNER NR.1 CONSTRUCT SRL","3023548","J40/4464/1991","ROONRC.J40/4464/1991","1048,2080","Bucuresti Sectorul 1, Str. FRUMOASA Nr. 54, Apartament 5","44167","44167","58635","3018","21469","34148","0","26907","26907","","75895","200","","236467","236527","243385","0","6858","0","8732","3"
"CONCORDIA M.A.I. SA","325568","J40/1885/1991","ROONRC.J40/1885/1991","1048,2080","Bucuresti Sectorul 5, Sos. VIILOR Nr. 94","152564","152564","251332","221290","26548","3494","","10839","10839","","393057","2530","","170174","170174","163441","6733","0","5032","0","5"
"BOGMAR SRL","10979365","J38/392/1998","ROONRC.J38/392/1998","1048,2080","Municipiul Ramnicu Valcea, Str. POPA SAPCA Nr. 35, Judet Valcea","66503","66503","410476","95866","209070","105540","","206990","206990","","269989","11000","","1518262","1518372","1453735","64637","0","49960","0","6"
"NARSEDA SRL","35677079","J40/2448/2016","ROONRC.J40/2448/2016","1048","Bucuresti Sectorul 2, Str. CPT. CONSTANTIN MERISESCU Nr. 50","4649","115","111981","98608","3200","10173","29","58708","","","53417","200","","449999","449999","422739","27260","0","22760","0","2"
"RATINEX SA","381215","J40/3989/1991","ROONRC.J40/3989/1991","1048,2080","Bucuresti Sectorul 2, Sos. FUNDENI Nr. 274","169425","169425","322041","31548","188963","101530","","428326","428326","","63140","112763","","222163","225532","241186","0","15654","0","15654","6"
"M.N. PREFERINTA COMERCIALIZAREA PRODUSELOR ALIMENTARE SI NEALIMENTARE SRL","405187","J40/3816/1991","ROONRC.J40/3816/1991","1048,2080","Bucuresti Sectorul 5, Sos. SALAJ Nr. 132, Bloc 50 A, Etaj P","","","12330","10820","","1510","","14941","14941","","-2611","220","","125430","125430","125452","0","22","0","1276","1"
"IONUT & BOGDAN BOUTIQUE SRL","35677010","J40/2450/2016","ROONRC.J40/2450/2016","1048","Bucuresti Sectorul 4, Aleea CREVEDIA Nr. 2, MANSARDA, CAMERA NR.1, Bloc 16, Scara 3, Apartament M4","4711","","57226","56947","","279","","46674","","","10552","200","","217579","217579","207334","10245","0","7424","0","1"
"TEAM ART CONSTRUCT SRL","35677001","J40/2451/2016","ROONRC.J40/2451/2016","1048,2069","Bucuresti Sectorul 3, Str. CULESULUI Nr. 62, CAMERA 1","4120","","752","","","752","","13270","","","-12518","200","","","0","1988","0","1988","0","1988",""
"TEOTHEMES SRL","35681835","J22/437/2016","ROONRC.J22/437/2016","1048","Municipiul Iasi, Str. Strapungere Silvestru Nr. 56, CAMERA 2, Bloc T3A, Scara B, Etaj 3, Apartament 13, Judet Iasi","4791","","53664","","","53664","","3629","","","50035","200","","77930","77930","27356","50574","0","49795","0","1"
"VILSPOPRESS SRL","15990690","J38/1023/2003","ROONRC.J38/1023/2003","1048,2080","Municipiul Ramnicu Valcea, Aleea PANSELUTELOR Nr. 4, Bloc C30, Scara A, Apartament 7, Judet Valcea","171659","171659","554902","","386557","168345","","130316","130316","","427287","1000","","259420","259428","434024","0","174596","0","177190","6"
"BARDPROD SRL","15990755","J38/1025/2003","ROONRC.J38/1025/2003","1048,2080","Loc. Calimanesti, Oras Calimanesti, Str. Calea lui Traian Nr. 513, Judet Valcea","3563","3563","158915","79710","44341","34864","208","83729","83729","","78957","200","","86200","86200","84155","2045","0","1183","0","3"
"BIROTICA SRL","346404","J40/2241/1991","ROONRC.J40/2241/1991","1048,2080","Bucuresti Sectorul 5, B-dul MIHAIL KOGALNICEANU Nr. 45, Etaj 3, Apartament 6","","","14347","","13334","1013","","50931","50931","","-36584","200","","1254","1254","13216","0","11962","0","11962",""
"LOGISTIK PREST SRL","15088877","J35/2067/2002","ROONRC.J35/2067/2002","1048,2080","Municipiul Timisoara, Aleea F.C. RIPENSIA Nr. 15, Bloc A6, Etaj 3, Apartament 18 CAM.2, Judet Timis","","","8317","","0","8317","","0","0","","8317","500","","","0","3189","0","3189","0","3189",""
"MAGIC SRL","434204","J40/2242/1991","ROONRC.J40/2242/1991","1048,2080","Bucuresti Sectorul 6, Calea PLEVNEI Nr. 198","626623","626623","159727","13098","98410","48219","53047","255304","255304","","584093","200","","1206556","1244548","1408650","0","164102","0","176516","25"
"AMPER SRL","334523","J40/2816/1991","ROONRC.J40/2816/1991","1048,2080","Bucuresti Sectorul 3, Str. BUMBACARI Nr. 25","","","58773","","9500","49273","","15272","15272","","43501","13700","","99507","99509","78377","21132","0","20137","0","4"
"FORMATII DJ NUNTA SRL","35681681","J22/440/2016","ROONRC.J22/440/2016","1048","Municipiul Iasi, Str. MOARA DE VANT Nr. 171, BIROU NR. 7, Judet Iasi","6312","","8821","","4168","4653","","45944","","","-37123","200","","25110","25110","39300","0","14190","0","14943","0"
"A&D ATLAS SRL","18420244","J13/542/2006","ROONRC.J13/542/2006","1048,2080","Municipiul Constanta, B-dul MAMAIA Nr. 208, Birou nr.2,SUBSOL, Judet Constanta","5594305","5594305","120176","33","81870","38273","23680","2704281","2704281","","3033880","670000","","829178","834430","654997","179433","0","139141","0","4"
"IMCOM SA","1294","J40/2576/1991","ROONRC.J40/2576/1991","1048,2080","Bucuresti Sectorul 2, Str. FANTANICA Nr. 41","21979","21979","206381","","99879","106502","","70429","70429","","157931","91934","","143768","143768","116765","27003","0","25565","0","1"
"ANDRALEX COM SRL","18401498","J13/481/2006","ROONRC.J13/481/2006","1074,2080","Municipiul Constanta, Str. I.C.BRATIANU Nr. 94, Bloc SR6, Scara A, Etaj 2, Apartament 9, Judet Constanta","1287","1287","43447","43405","","42","","135033","135033","","-90299","200","","","0","","0","0","0","0",""
"AGRICOLA PROD SRL","18514764","J13/872/2006","ROONRC.J13/872/2006","1048,2080","Sat Tuzla, Comuna Tuzla, Str. SCOLII Nr. 9, Judet Constanta","3006512","3006512","1767486","757323","575547","434616","4511","3863909","3863909","","914600","141000","","2020266","2527284","2443574","83710","0","51768","0","13"
"AKKO PRINT SRL","18420309","J13/552/2006","ROONRC.J13/552/2006","1048,2080","Municipiul Constanta, Str. CPT. VASILE TURCANU Nr. 3, DEPOZIT, Judet Constanta","577619","577619","114200","17041","61705","35454","2023","51580","51580","","83415","610","","348890","449083","367638","81445","0","77955","0","7"
"DATA PLUS COMMUNICATIONS SRL","2594333","J40/1880/1991","ROONRC.J40/1880/1991","1048,2080","Bucuresti Sectorul 5, Str. IOSIF NICULESCU Nr. 21","104911","104911","258281","22850","128270","107161","6495","314309","314309","","55378","400","","321829","324094","889430","0","565336","0","568525","5"
"CRIGIANI SRL","16633319","J38/696/2004","ROONRC.J38/696/2004","1048,2080","Municipiul Ramnicu Valcea, Str. Rapsodiei Nr. 18, Bloc D1/1, Scara A, Apartament 17, Judet Valcea","31236","31236","109505","","24648","84857","","16044","16044","","124697","200","","260793","261051","127759","133292","0","110152","0","3"
"SOCIALIZING NETWORK SRL","35681754","J22/442/2016","ROONRC.J22/442/2016","1048","Municipiul Iasi, Str. AEROPORTULUI Nr. 1D, PARTER, Bloc IV, Apartament 4, Judet Iasi","6311","","6518","","400","6118","","13943","","","-7425","200","","169056","218575","226104","0","7529","0","9715","7"
"TICOTERM SRL","18401587","J13/486/2006","ROONRC.J13/486/2006","1048,2080","Loc. Harsova, Oras Harsova, Str. REVOLUTIEI Nr. FN, Judet Constanta","40808","40808","114990","47491","55065","12434","","221949","221949","","-66151","5000","","51021","51021","40583","10438","0","10254","0","2"
"DINU SI ASOCIATII SRL","17699346","J38/639/2005","ROONRC.J38/639/2005","1048,2080","Municipiul Ramnicu Valcea, Str. GRIGORE PROCOPIU Nr. 21A, Judet Valcea","10603","10603","1507","","","1507","","53120","53120","","-41010","200","","2510","2510","7827","0","5317","0","5392","1"
"PRIM TOUR SRL","18405198","J13/496/2006","ROONRC.J13/496/2006","1048,2080","Municipiul Constanta, Str. NICOLAE MILESCU Nr. 49, Bloc PN10, Scara C, Apartament 44, Judet Constanta","21495","21495","6846","","8","6838","","162449","162449","","-134108","200","","9361","9370","20678","0","11308","0","11589",""
"ITALROM TOUR SRL","16717223","J38/796/2004","ROONRC.J38/796/2004","1048,2074,2080,2103","Loc. Calimanesti, Oras Calimanesti, Str. ALEXANDRU VLAHUTA Nr. 5A, Judet Valcea","173651","173651","","","","","","252046","252046","","-78395","200","","","0","16276","0","16276","0","16276",""
"TEUTATES IMPEX SRL","16725307","J38/807/2004","ROONRC.J38/807/2004","1048,2074,2080","Municipiul Dragasani, Str. Troian Nr. 10, Judet Valcea","","","6005","1653","1008","3344","","5924","5924","","81","200","","","0","","0","0","0","0",""
"ACTIVE AUTOSERVICE SRL-D","35681703","J22/444/2016","ROONRC.J22/444/2016","1048","Municipiul Iasi, Str. CETATUIA Nr. 5, parter, camera 2, Bloc 760, Scara A, Apartament 4, Judet Iasi","4520","6485","56070","","17105","38965","","4127","","","58428","200","","199459","201157","139763","61394","0","58075","0","1"
"AGRO BIO ILIE S.R.L.","35763943","J5/504/2016","ROONRC.J5/504/2016","1048","Sat Ghighiseni, Comuna Rieni, Str.GHIGHISENI Nr. 99, Judet Bihor","113","","2821","","2421","400","","2100","","","721","200","","","0","","0","0","0","0",""
"UNIVERSAL INST.MIHAI SRL","367482","J40/4554/1991","ROONRC.J40/4554/1991","1048,2080","Bucuresti Sectorul 4, Str. G-RAL GHEORGHE LUPU Nr. 11","239073","239073","612212","427518","140324","44370","1531","746928","746928","","105888","2200","","223286","627031","621484","5547","0","3272","0","3"
"DIPEROS TRANS SRL","16747062","J38/826/2004","ROONRC.J38/826/2004","1048,2080","Municipiul Ramnicu Valcea, Str. Gib Mihaescu, Bloc F1, Scara B, Apartament 4, Judet Valcea","13000","13000","70379","","","70379","","9974","9974","","73405","24000","","116354","116354","100569","15785","0","14621","0","4"
"MODIMEX COMPANY SRL","11356829","J38/513/1998","ROONRC.J38/513/1998","1048,2080","Sat Pripoare, Comuna Perisani, Com. Perisani, Judet Valcea","60382","60382","354782","15000","84353","","","83579","83579","","331585","200","","258694","260441","152448","107993","0","105539","0",""
"ZIUA TOMIS SRL","18395493","J13/464/2006","ROONRC.J13/464/2006","1048,2080","Municipiul Constanta, Str. TRANDAFIRULUI Nr. 12, Judet Constanta","11334","11334","145773","132","103000","42641","3017","152982","152982","","7142","210","","959957","963685","1073460","0","109775","0","119079","3"
"OLD FRIENDS CAFE SRL","36488140","J40/11638/2016","ROONRC.J40/11638/2016","1052","Bucuresti Sectorul 1, Str. HAGI GHITA Nr. 4, C2","5610","3265","1694","572","","1122","","19640","","","-14681","200","","5152","5173","17381","0","12208","0","12363",""
"METEOR SERVICE SRL","1573960","J40/4596/1991","ROONRC.J40/4596/1991","1048,2080","Bucuresti Sectorul 1, B-dul DINICU GOLESCU Nr. 10, Bloc corp A, Etaj P","3304783","3304783","1553585","1483613","31997","37975","700","705962","705962","","4082262","200","","1008620","1010276","537573","472703","0","455992","0","8"
"SMART TRADING SRL","14551166","J13/960/2002","ROONRC.J13/960/2002","1048,2069,2080","Municipiul Constanta, Str. MITROPOLIT DOSOFTEI Nr. 28, Judet Constanta","","","847","","225","622","","32503","32503","","-31656","200","","","0","","0","0","0","0",""
"PBCON SUPORT SRL","36488132","J40/11642/2016","ROONRC.J40/11642/2016","1048","Bucuresti Sectorul 5, Str. SEBASTIAN Nr. 21, Bloc S12, Etaj 6, Apartament 22","7112","316","108559","","93189","15370","","2803","","","106072","200","","137007","137007","55682","81325","0","77215","0",""
"MAGBELA TRANS SRL","14513081","J13/854/2002","ROONRC.J13/854/2002","1048,2080","Municipiul Mangalia, Sos. CONSTANTEI Nr. FN, Bloc P4B, Scara B, Apartament 13, Judet Constanta","","","3853","","474","3379","","5473","5473","","-1620","200","","11950","13476","4898","8578","0","8578","0",""
"FABRIC016RC SRL","36558971","J2/1183/2016","ROONRC.J2/1183/2016","1048","Sat Vladimirescu, Comuna Vladimirescu, Str. 5 Nr. 12, Judet Arad","4332","","6459","","1372","5087","","2517","","","3942","200","","10391","10391","8597","1794","0","1482","0",""
"GIPO-PATI-BAR SRL","431232","J40/4600/1991","ROONRC.J40/4600/1991","1048,2080","Bucuresti Sectorul 5, Str. Spatiului Nr. 13A","","","33776","28682","2975","2119","","44079","44079","","-10303","200","","890796","899102","904575","0","5473","0","14464","3"
"SMEPRO COMP SRL","12687332","J38/42/2000","ROONRC.J38/42/2000","1048,2080,2103","Municipiul Ramnicu Valcea, B-dul NICOLAE BALCESCU Nr. 15, parter, Bloc 12, Scara C, Apartament 2, Judet Valcea","332","332","548604","","78804","469800","","27166","27166","","521770","200","","291253","291259","107193","184066","0","181154","0","3"
"SCORPION B.O.E.M. SRL","1063422","J13/924/2002","ROONRC.J13/924/2002","1048,2080","Loc. Neptun, Municipiul Mangalia, Str. TRANDAFIRILOR Nr. 11, Judet Constanta","673273","673273","26416","20575","1353","4488","","589971","589971","","109718","200","","98511","98511","136501","0","37990","0","38977","3"
"FEJER HAZ S.R.L.-D.","36573629","J14/360/2016","ROONRC.J14/360/2016","1048","Loc. Covasna, Oras Covasna, Str. STEFAN CEL MARE Nr. 22, Bloc 2, Scara B, Etaj 2, Apartament 3, Judet Covasna","7112","","17365","","","17365","","2369","","","14996","200","","37800","37800","22666","15134","0","14756","0","1"
"COMBUSTIBIL YCA S.R.L.","36573580","J14/362/2016","ROONRC.J14/362/2016","1048","Municipiul Sfantu Gheorghe, Str. ARMATA ROMANA Nr. 55A, Judet Covasna","8299","504","73883","","41856","32027","2650","56965","","","20072","200","","413006","413006","389084","23922","0","19792","0","10"
"ANDYANA SRL","12989403","J38/130/2000","ROONRC.J38/130/2000","1048,2080,2114","Municipiul Ramnicu Valcea, Str. Nicolae Balcescu, Etaj P, Judet Valcea","","","","","","","","14206","14206","","-14206","200","","","0","","0","0","0","0",""
"VEROSSIM SRL","14558776","J35/477/2002","ROONRC.J35/477/2002","1048,2038,2080,2112,2114","Sat Sanandrei, Comuna Sanandrei, PARCELA 40, Judet Timis","","","","","","","","0","0","","0","","","","0","","0","0","0","0",""
"MICROCONT EXPERT SRL","15011504","J13/2438/2002","ROONRC.J13/2438/2002","1048,2080","Municipiul Constanta, B-dul I.C.BRATIANU Nr. 45, Bloc I, Scara 6, Etaj 2, Apartament 622, Judet Constanta","3205","3205","153164","","14400","138764","","16257","16257","","140112","200","","119150","119162","73651","45511","0","44319","0","1"
"P & MON-KRIS SRL","14840636","J35/1351/2002","ROONRC.J35/1351/2002","1048,2080","Sat Mosnita Noua, Comuna Mosnita Noua Nr. 387, Judet Timis","33361","33361","358329","225520","126627","6182","33292","716814","716814","","-291832","2000","","436309","436309","536140","0","99831","0","104194","2"
"VISELET S.R.L.","36573637","J14/361/2016","ROONRC.J14/361/2016","1048","Sat Zagon, Comuna Zagon, Str.ZAGON Nr. 495, Judet Covasna","8552","","23620","","","23620","","731","","","22889","200","","34956","34959","16166","18793","0","17744","0",""
"EST ELECTRIC SRL","14996334","J13/2393/2002","ROONRC.J13/2393/2002","1048,2080","Municipiul Constanta, Str. UNIRII Nr. 114, Bloc U3, Scara B, Apartament 10, Judet Constanta","","","80","","","80","","162121","162121","","-162041","400","","","0","10","0","10","0","10",""
"KIMA TEXTIL FASHION SRL","36576170","J13/2349/2016","ROONRC.J13/2349/2016","1048","Municipiul Constanta, Str. LUNTRASULUI Nr. 13, Judet Constanta","4771","","113372","62816","","50556","","7247","","","106125","200","","218671","218671","110599","108072","0","105885","0","1"
