"VASCOMAL DISTRIBUTION SRL","25495932","J38/277/2009","ROONRC.J38/277/2009","1074,2080,2120","Sat Folestii de Sus, Comuna Tomsani Nr. 22 Bis, Judet Valcea","","","40","","","40","","27195","27195","","-27155","200","","","0","","0","0","0","0",""
"IDEEA MAINTENANCE CLEANING SRL","35895111","J23/1386/2016","ROONRC.J23/1386/2016","1048","Sat Domnesti, Comuna Domnesti, Str. Zorilor Nr. 41, Camera 1, Judet Ilfov","8122","4923","187958","1522","183121","3315","","5565","","","187316","200","","210952","210952","152693","58259","0","55193","0",""
"IFN AVELIN SRL","21779699","J38/501/2007","ROONRC.J38/501/2007","1048,2080","Municipiul Ramnicu Valcea, B-dul TINERETULUI Nr. 3C, Complex Comercial Piata Ostroveni, etaj 1, pozitia 12, Judet Valcea","21412","21412","314795","","309633","5162","1420","121997","121997","","215630","5000","","96441","102141","94255","7886","0","6858","0","2"
"EDIFICIO ENGINEERING SRL","24160416","J38/753/2008","ROONRC.J38/753/2008","1048","Sat Racovita, Comuna Budesti Nr. 140, Judet Valcea","330026","330026","529599","","171790","357809","","523984","523984","","236787","300","","1446743","1450070","1203887","246183","0","231692","0","11"
"MONA REST TUR SRL","373557","J40/4124/1991","ROONRC.J40/4124/1991","1048,2080,2103,2114","Bucuresti Sectorul 4, Str. VESTITORULUI Nr. 8","4367","4367","170246","","100367","69879","","-24496","-24496","","199109","4060","","56598","56598","65282","0","8684","0","9250","0"
"ARHIV-YCA SRL","35928995","J22/915/2016","ROONRC.J22/915/2016","1048","Municipiul Iasi, Str. Petre Tutea Nr. 3, Bloc 909, Tr. 2, Etaj 4, Apartament 15, Judet Iasi","9101","5627","73118","","5772","67346","","6073","","","72672","1500","","87764","87764","41907","45857","0","44337","0","1"
"FLORESCU SRL","24175832","J38/764/2008","ROONRC.J38/764/2008","1048,2080","Sat Calina, Comuna Prundeni, Str. Tudor Vladimirescu Nr. 360, Judet Valcea","563","563","41097","29386","107","11604","","9092","9092","","32568","200","","387529","387529","375693","11836","0","7961","0","2"
"SERHOW HOLDING SRL","35928901","J22/917/2016","ROONRC.J22/917/2016","1048","Municipiul Iasi, B-dul POITIERS Nr. 27, CAMERA 1, Bloc I7, Scara B, Etaj 6, Apartament 27, Judet Iasi","4690","","65039","","10602","54437","","6571","","","58468","200","","116315","116315","51706","64609","0","61120","0",""
"BEAUTY DERM SRL","24160432","J38/756/2008","ROONRC.J38/756/2008","1074,2080,2120","Municipiul Ramnicu Valcea, Str. Carol I Nr. 9, Judet Valcea","578","578","14018","11962","1868","188","0","15064","15064","0","-468","200","0","0","0","0","0","0","0","0","0"
"CONSTRUCTII SI INSTALATII IMPULS SRL","376715","J40/4014/1991","ROONRC.J40/4014/1991","1048,2080","Bucuresti Sectorul 4, Str. 11 IUNIE Nr. 45","137807","137807","259760","","53796","205964","","113023","113023","","284544","400","","701514","701514","472760","228754","0","222108","0","4"
"LION HEART CONSULTING SRL","33337534","J1/364/2016","ROONRC.J1/364/2016","1048","Municipiul Alba Iulia, P-ta CONSILIUL EUROPEI, Bloc 32E, Apartament 20, Judet Alba","7022","","1711","","104","1607","","15131","","","-13420","200","","","0","3366","0","3366","0","3366",""
"IMOTEH TREND SRL","18123960","J13/3600/2005","ROONRC.J13/3600/2005","1048,2080,2114","Municipiul Constanta, Str. ION RATIU Nr. 190, CAM.1 ETAJ, Judet Constanta","","","272588","534","126920","139130","","121534","121534","","151054","200","","831733","542939","374808","168131","0","159773","0","7"
"FARMACIA LUCIA H.TUDOSIE SRL","1560812","J40/4203/1991","ROONRC.J40/4203/1991","1048,2080","Bucuresti Sectorul 1, Str. EPISCOP VULCAN Nr. 67","2066","2066","40961","28760","10058","2143","","96466","96466","","-53439","200","","68795","71295","86039","0","14744","0","14744","1"
"OANA & ADI UNIVERSAL SRL","35988938","J2/599/2016","ROONRC.J2/599/2016","1048","Loc. Lipova, Oras Lipova, Str. OITUZ Nr. 38, Judet Arad","4711","","34539","28772","2107","3660","","17911","","","16628","200","","326338","326361","305628","20733","0","17468","0","3"
"NELSON TRANS AUTO SRL","18007370","J13/3170/2005","ROONRC.J13/3170/2005","1048,2080","Municipiul Constanta, B-dul ALEXANDRU LAPUSNEANU Nr. 157, Bloc LT1, Scara A, Judet Constanta","90797","90797","413261","1529","327000","84732","","343371","343371","","160687","200","","1226890","1229937","1229483","454","0","0","11846","6"
"FARMACIA LABORATOR GALENIC SANATATEA SRL","1574460","J40/1586/1991","ROONRC.J40/1586/1991","1048,2080","Bucuresti Sectorul 1, Sos. CHITILEI Nr. 167","","","217581","43779","106064","67738","","186034","186034","","31547","200","","700917","701162","663075","38087","0","31307","0","5"
"DORIS - ART SRL","30621","J40/1587/1991","ROONRC.J40/1587/1991","1048,2080","Bucuresti Sectorul 1, STR. ALEEA ALEXANDRU Nr. 12, CAMERA 1, Etaj P","4813","4813","872832","327","789385","83120","","15498","15498","","862147","200","","18598","18598","47606","0","29008","0","29008","2"
"HAIDUC MARIA CONSTRUCT SRL","35988881","J2/595/2016","ROONRC.J2/595/2016","1048","Sat Bocsig, Comuna Bocsig, Str.BOCSIG Nr. 879, Judet Arad","4120","5165","181980","","182085","-105","","75151","","","111994","200","","277888","278074","136649","141425","0","138867","0","3"
"AGAPE-GT STAR SRL","18074310","J13/3441/2005","ROONRC.J13/3441/2005","1074,2080,2120","Municipiul Medgidia, Str. DECEBAL Nr. 47, Judet Constanta","","","22390","21252","1080","58","","73009","73009","","-50619","200","","","0","","0","0","0","0",""
"SCORPIO CITY SERVICE SRL","36275681","J20/736/2016","ROONRC.J20/736/2016","1048","Loc. Simeria, Oras Simeria, Str. 1 DECEMBRIE, Bloc 104, Scara D, Etaj Parter, Judet Hunedoara","4520","26237","177378","51112","7271","118995","0","197837","0","0","5778","200","0","664135","664135","647498","16637","0","9995","0","2"
"ELNICOSAL SRL","18121048","J13/3591/2005","ROONRC.J13/3591/2005","1074,2080,2112,2114,2120","Sat Ciobanu, Comuna Ciobanu, Str. EROILOR Nr. 84, Judet Constanta","","","7554","","","7554","111","0","0","","7665","200","","","0","","0","0","0","0",""
"COM. PROD. VADUL NOU SRL","3455210","J40/4019/1991","ROONRC.J40/4019/1991","1048,2080","Bucuresti Sectorul 5, Calea RAHOVEI Nr. 305, Bloc 52","9187","9187","100761","","3236","97525","","2121","2121","","107827","3000","","135115","144315","69892","74423","0","72980","0","1"
"ITALSERVICE AGENCY SRL","14350197","J39/431/2001","ROONRC.J39/431/2001","1074,2069,2080,2120","Municipiul Focsani, Str. BICAZ Nr. 26, Judet Vrancea","17800","17800","30032","","29696","336","","67128","67128","","-19296","200","","0","0","","0","0","0","0",""
"GHETU IMPEX SRL","22610","J40/4023/1991","ROONRC.J40/4023/1991","1048,2080","Bucuresti Sectorul 2, Sos. Colentina ( Complex Comercial) Nr. 27, Etaj P","97158","97158","45907","","19979","25928","","158454","158454","","-27899","2500","","147572","147572","26540","121032","0","116602","0",""
"AQUARIUS DIVE CENTER SRL","18083505","J13/3467/2005","ROONRC.J13/3467/2005","1048,2069,2080","Comuna Valu lui Traian, Str. CALEA BUCURESTI Nr. 49C, Judet Constanta","","","22804","22703","129","-28","","418793","418793","","-395989","200","","","0","386","0","386","0","386",""
"DELI AGRO SRL","18091729","J13/3490/2005","ROONRC.J13/3490/2005","1048,2080","Sat Poarta Alba, Comuna Poarta Alba, COM.POARTA ALBA, Etaj P, Apartament 2, Judet Constanta","759115","759115","1021692","678839","339994","2859","","1026166","1026166","","754641","5000","","2068106","2085430","1521694","563736","0","553797","0","5"
"GEO DENIS CONSTRUCT SRL","16099610","J30/153/2004","ROONRC.J30/153/2004","1048,2080","Sat Moiseni, Comuna Certeze, Com. CERTEZE Nr. 316, Judet Satu Mare","64855","64855","497370","15408","361338","120624","","83596","83596","","478629","1000","","361582","361898","90732","271166","0","267547","0","1"
"ZYX OIL SRL","18091710","J13/3488/2005","ROONRC.J13/3488/2005","1048,2080","Sat Poarta Alba, Comuna Poarta Alba, Etaj P, Apartament 3, Judet Constanta","950985","950985","1083419","106564","714439","262416","","2139916","2139916","","-105512","10000","","661399","758977","1068189","0","309212","0","309212","10"
"FERODAV ART SRL","36317582","J6/610/2016","ROONRC.J6/610/2016","1048","Municipiul Bistrita, Str. 1 DECEMBRIE Nr. 36, camera 2, Judet Bistrita-Nasaud","2511","4979","9475","9276","","199","","14038","","","416","200","","27572","27572","26569","1003","0","176","0","3"
"ALL PRO-BUILDING SRL","36317612","J6/608/2016","ROONRC.J6/608/2016","1048","Loc. Valea Borcutului, Oras Sangeorz-Bai Nr. 253 B, Judet Bistrita-Nasaud","4120","","256822","","60","256762","","164323","","","92499","200","","210750","210750","128979","81771","0","79663","0","4"
"SOFT EXPERT SRL","18058749","J13/3376/2005","ROONRC.J13/3376/2005","1074,2080","Municipiul Medgidia, Str. POPORULUI Nr. 43, Bloc 2, Scara B, Apartament 18, Judet Constanta","0","0","66815","0","118","66697","0","8224","8224","0","58591","200","0","0","0","203","0","203","0","203","0"
"ELEMAR B&O SRL","16099653","J30/156/2004","ROONRC.J30/156/2004","1048,2080","Loc. Tasnad, Oras Tasnad, Str. CRISAN Nr. 27, Judet Satu Mare","7700","7700","7123","750","","6373","","1897","1897","","12926","200","","20179","20179","11570","8609","0","8439","0","1"
"ALMAR DELUX SRL-D","36326440","J24/908/2016","ROONRC.J24/908/2016","1048","Sat Vadu Izei, Comuna Vadu Izei, Str.VADU IZEI Nr. 466, Judet Maramures","5610","","209","","","209","","777","","","-568","200","","","0","","0","0","0","0",""
"UNIC MOMENT SRL","18047898","J13/3326/2005","ROONRC.J13/3326/2005","1048,2080","Municipiul Constanta, Str. CUTEZATORII Nr. 12, Bloc IV20, Scara A, Etaj 2, Apartament 5, Judet Constanta","646","646","3004","","2966","38","","390189","390189","","-386539","200","","","0","7066","0","7066","0","7066","1"
"MYGUESTS PR & EVENTS SRL","36343360","J40/9905/2016","ROONRC.J40/9905/2016","1048","Bucuresti Sectorul 4, Str. PLAIUL FOII Nr. 40, MEZANIN, Apartament 6","7021","","39669","","9796","29873","","2228","","","37441","200","","58113","58409","19456","38953","0","37201","0",""
"PRACTIC ELECTROCASNICE SRL","16108484","J30/174/2004","ROONRC.J30/174/2004","1048,2069,2080","Municipiul Satu Mare, Str. CAREIULUI Nr. 67, Judet Satu Mare","","","14460","","14460","","","32203","32203","","-17743","2000","","","0","","0","0","0","0",""
"TEAMID ADEMAG UNIVERSAL SRL-D","36349100","J28/538/2016","ROONRC.J28/538/2016","1048","Sat Cepari, Comuna Carlogani, Str. CEPARI Nr. 233, Judet Olt","4722","","1322","","","1322","","4200","","","-2878","","","","0","2878","0","2878","0","2878",""
"PIK & PAK FOOD-KOM SRL","36350490","J19/390/2016","ROONRC.J19/390/2016","1048","Sat Valea Rece, Comuna Lunca de Jos, Str.VALEA RECE Nr. 1104, Judet Harghita","4618","8620","77463","68784","3407","5272","","109919","","","-23836","200","","757509","757571","780730","0","23159","0","30740","5"
"JAKAB ROBERT PRODUCTION SRL","36350481","J19/391/2016","ROONRC.J19/391/2016","1048","Sat Sub Cetate, Comuna Zetea, Str.SUB CETATE Nr. 172B, Judet Harghita","1610","20962","59141","22741","","36400","","6039","","","74064","200","","182020","182020","136643","45377","0","43556","0","1"
"FITPASS SRL","36350287","J40/9972/2016","ROONRC.J40/9972/2016","1048","Bucuresti Sectorul 2, Str. GRIGORE IONESCU Nr. 63, CAMERA NR 2, Bloc T73, Scara 2, Etaj 4, Apartament 42","4791","","144273","","8927","135346","","170923","","","-26650","200","","241527","241540","239190","2350","0","0","4896","1"
"SERVI CLAU SRL","14758758","J30/347/2002","ROONRC.J30/347/2002","1048,2080","Municipiul Satu Mare, Str. RANDUNELELOR Nr. 35, Judet Satu Mare","620389","620389","212767","","178596","34171","","412841","412841","","420315","50000","","342975","584852","461377","123475","0","117625","0","1"
"DOINA PARC DISTRACTIV SRL","35953220","J7/202/2016","ROONRC.J7/202/2016","1048","Municipiul Botosani, Str. DRAGOS VODA Nr. 28, Judet Botosani","9329","","22219","388","","21831","","519","","","21700","200","","57143","57143","39619","17524","0","16730","0",""
"TYSON SPK SRL","15407429","J30/359/2003","ROONRC.J30/359/2003","1048,2080","Municipiul Satu Mare, Str. DARIU POP Nr. 21, Judet Satu Mare","4923","4923","8184","3290","4000","894","","68433","68433","","-55326","200","","114770","114770","101643","13127","0","11979","0","3"
"RO TEAM TOUR SRL","4118","J40/2556/1991","ROONRC.J40/2556/1991","1048,2080","Bucuresti Sectorul 2, Str. IRIMICULUI Nr. 3, cam.1, Bloc 3, Etaj 5, Apartament 17","2357","2357","140586","","41706","98880","172298","267059","267059","","9687","500","","561441","778914","714892","64022","0","58449","0","2"
"TIBIWIL DOI SRL","15137368","J30/19/2003","ROONRC.J30/19/2003","1048,2080","Loc. Livada, Oras Livada, Str. OASULUI Nr. 95, Judet Satu Mare","2594","2594","305492","300266","1400","3826","740","390623","390623","","-81797","200","","187632","187638","216134","0","28496","0","30253","2"
"BATMAN TRADE SRL","18200478","J13/3869/2005","ROONRC.J13/3869/2005","1048,2080","Sat Mihail Kogalniceanu, Comuna Mihail Kogalniceanu, Str. LIBERTATII Nr. 4, Judet Constanta","191788","191788","98293","18382","37275","42636","4633","85688","85688","","209026","200","","179486","171213","121268","49945","0","46158","0","1"
"FAN COLLECTION SRL","15147418","J30/39/2003","ROONRC.J30/39/2003","1048,2080","Municipiul Satu Mare, B-dul SANATATII, Bloc K.12, Apartament 58, Judet Satu Mare","511300","511300","713553","199653","509056","4844","0","347404","347404","","877449","1000","","1486400","1451420","1221404","230016","0","215734","0","18"
"TIS ELEN NAV SRL","18210005","J13/3910/2005","ROONRC.J13/3910/2005","1049,1107,1133,1139,2080,2127","Municipiul Mangalia, Str. PORTULUI Nr. 3, Bloc P2, Scara A, Apartament 5, Judet Constanta","11406","11406","323398","0","323000","398","","28747","28747","","306057","200","","0","0","0","0","0","0","0","0"
"MERCATOR SRL","3025492","J40/3635/1991","ROONRC.J40/3635/1991","1048,2080","Bucuresti Sectorul 1, Intr. ORIZONTULUI Nr. 3","353006","353006","173118","15257","91674","66187","80","25124","25124","","501080","44000","","13488","13488","79106","0","65618","0","65793",""
"SWEET DELICACY SRL","36599149","J13/2397/2016","ROONRC.J13/2397/2016","1048","Municipiul Constanta, Str. BARCELONA Nr. 6A, Judet Constanta","4724","","350","58","","292","","1281","","","-931","200","","","0","948","0","948","0","948","0"
"DONALD SRL","15711818","J30/721/2003","ROONRC.J30/721/2003","1048,2080","Municipiul Carei, Str. REGELE FERDINAND I Nr. 17, Apartament 18, Judet Satu Mare","","","51197","50702","275","220","","97140","97140","","-45943","200","","216596","216876","247742","0","30866","0","34145","1"
"M&M SIS CREATIVE SRL","36600065","J35/2718/2016","ROONRC.J35/2718/2016","1048","Municipiul Timisoara, Str. AMURGULUI, Bloc 47A, Apartament 4, Judet Timis","4719","331","1782","1220","","562","","7206","","","-5093","200","","4609","4609","7715","0","3106","0","3244",""
"U.M.C. SRL","414037","J40/3673/1991","ROONRC.J40/3673/1991","1048,2080","Bucuresti Sectorul 5, Str. CRIZANTEMELOR Nr. 27A","1123859","1123859","290501","26464","87642","176395","","23853","23853","","1390507","7500","","213701","214268","132739","81529","0","79386","0","2"
"ZALEX SRL","2848466","J39/1220/1992","ROONRC.J39/1220/1992","1048,2080","Loc. Odobesti, Oras Odobesti, Str. GHICA RAFAIL Nr. 11, Judet Vrancea","35649","35649","190474","","114294","76180","","39348","39348","","186775","90200","","27617","0","30447","0","30447","0","31276",""
"SERVO CONSTRUCTORUL SRL","429941","J40/2505/1991","ROONRC.J40/2505/1991","1057,1083,2080","Bucuresti Sectorul 6, Calea GIULESTI Nr. 665","521066","521066","16651646","5328466","7595994","3412666","-5472010","11323443","11323443","35372","341887","10000","","257257","257257","196099","61158","0","57048","0",""
"DELFINUL NEGRU SRL","36600405","J35/2728/2016","ROONRC.J35/2728/2016","1048","Municipiul Timisoara, Str. Prahova Nr. 10, CAM. 2, Judet Timis","4764","","103281","99851","","3430","","100381","","","2900","200","","159157","159704","152924","6780","0","5182","0","1"
"TRICOTEX SOCIETATE COOPERATIVA MESTESUGAREASCA","18236439","C13/76/2005","ROONRC.C13/76/2005","1048,2080","Municipiul Constanta, Str. MIRCEA CEL BATRAN Nr. 142, Bloc MD7A, Judet Constanta","745341","745341","509006","61939","125405","321662","67191","98653","98653","","1222885","10850","","369981","407188","427063","0","19875","0","23947","7"
"DOC ACACIA SRL","36600014","J35/2722/2016","ROONRC.J35/2722/2016","1048","Municipiul Timisoara, Str. ROTUNDA Nr. 11, Judet Timis","4941","84177","19814","","18622","1192","2134","142061","","","-35936","200","","46094","46094","81769","0","35675","0","36136","1"
"GESUR SERVIN SRL","18179015","J13/3796/2005","ROONRC.J13/3796/2005","1048,2080","Municipiul Medgidia, Str. JIULUI Nr. 26A, Judet Constanta","360","360","13","","","13","","2643","2643","","-2270","200","","3604","3604","2095","1509","0","1401","0",""
"N.I.N. DORA COM SRL","9143446","J39/26/1997","ROONRC.J39/26/1997","1048,2080","Sat Homocea, Comuna Homocea, Judet Vrancea","23129","23129","132537","14851","111892","5794","2534","119587","119587","","38613","200","","","0","","0","0","0","0",""
"DAVID & ANDA MOFT SRL","36047683","J25/242/2016","ROONRC.J25/242/2016","1048","Sat Izvoru Anestilor, Comuna Livezile, Str.IZVORU ANESTILOR Nr. 24, , Judet Mehedinti","5520","99538","115797","20495","","95302","","0","95267","","120068","200","","","159120","38201","120919","0","120919","0",""
"EDMOND SRL","1560197","J40/1634/1991","ROONRC.J40/1634/1991","1048,2080","Bucuresti Sectorul 1, Str. G-RAL C-TIN CRISTESCU Nr. 12, Etaj P","592704","592704","95611","","95446","165","","606659","606659","","58409","300","","476433","476433","451997","24436","0","20176","0",""
"SOFT EUREKA SRL","17261647","J30/227/2005","ROONRC.J30/227/2005","1048,2080","Municipiul Satu Mare, Str. JANOS BOLYAI, Judet Satu Mare","","","1982","","1750","232","","17197","17197","","-15215","500","","14139","14139","14193","0","54","0","478","0"
"BRATIS STAR SRL","17261612","J30/225/2005","ROONRC.J30/225/2005","1074,2080,2120","Sat Paulesti, Comuna Paulesti, Str. PRINCIPALA, Bloc 3, Apartament 6, Judet Satu Mare","","","22985","22985","","","","30464","30464","","-7479","200","","","0","","0","0","0","0",""
"STARC SRL","12250","J40/1639/1991","ROONRC.J40/1639/1991","1048,2038,2080","Bucuresti Sectorul 2, Str. PASTORULUI, Bloc 3, Scara 2, Etaj 3, Apartament 49","53565","53565","577202","123951","54240","399011","8730","411598","411598","0","227899","5000","0","2235861","2343330","2107371","235959","0","214153","0","14"
"SIM OAS CONSTRUCT SRL","17264821","J30/233/2005","ROONRC.J30/233/2005","1048,2080","Sat Huta Certeze, Comuna Certeze Nr. 148, Judet Satu Mare","","","79","","28","51","","125125","125125","","-125046","500","","","0","11336","0","11336","0","11336","1"
"BEREME MOTORS SRL","18214163","J13/3914/2005","ROONRC.J13/3914/2005","1048,2080","Loc. Ovidiu, Oras Ovidiu, Str. AMURGULUI Nr. 71, Judet Constanta","","","11418","11185","","233","","6090","6090","","5328","200","","66830","66830","62684","4146","0","3478","0","1"
"SNK CONSTRUCT SRL","36650705","J16/1932/2016","ROONRC.J16/1932/2016","1048","Sat Balta Verde, Comuna Podari, Str. ROVINE Nr. 31, Judet Dolj","4120","322","12824","","12620","204","","23896","","","-10750","200","","11840","11840","21971","0","10131","0","10250","1"
"BESTLA S.R.L.","36650721","J16/1934/2016","ROONRC.J16/1934/2016","1048","Municipiul Craiova, Str. STEFAN CEL MARE Nr. 116, Judet Dolj","9604","","77001","747","9772","66482","","42943","","","34058","200","","124336","124336","93822","30514","","29270","","4"
"SEVINI CONSULTING SRL","36655257","J29/1862/2016","ROONRC.J29/1862/2016","1048","Municipiul Ploiesti, Str. GHEORGHE GRIGORE CANTACUZINO Nr. 205, Bloc 156E, Scara B, Apartament 25, Judet Prahova","8299","","56255","","7855","48400","","28227","","","28028","200","","165669","165670","136185","29485","0","27828","0","3"
"ZINAS 95 SRL","14808821","J35/1229/2002","ROONRC.J35/1229/2002","1048,2080","Municipiul Timisoara, Str. DOSITEJ OBRADOVICI Nr. 2, Scara B, Judet Timis","","","13517","13517","","","","1809","1809","","11708","200","","27495","27495","26699","796","0","521","0","1"
"AL MATHAF SRL","2635840","J40/1127/1991","ROONRC.J40/1127/1991","1048,2080,2112","Bucuresti Sectorul 2, Str. LIZEANU Nr. 8","","","10856","8551","","2305","","45255","45255","","-34399","500","","22394","22392","17659","4733","0","4062","0","1"
"TABSTAN AMACO SHOP SRL","36655354","J29/1867/2016","ROONRC.J29/1867/2016","1048","Sat Banesti, Comuna Banesti, Str. Gherghiceni Nr. 513, Judet Prahova","8299","","95880","","20000","75880","","7344","","","88536","200","","109766","109767","23587","86180","0","83440","0","1"
"INTERCAD SRL","14874019","J35/1442/2002","ROONRC.J35/1442/2002","1048,2080","Municipiul Timisoara, Str. SFINTII APOSTOLI PETRU SI PAVEL Nr. 3, BIROUL 4A, Judet Timis","2149","2149","100116","","71189","28927","","7607","7607","","94658","1000","","137457","254597","169303","85294","0","82748","0","3"
"LUSCY LUX SRL","14878576","J35/1449/2002","ROONRC.J35/1449/2002","1048,2080","Municipiul Lugoj, Str. MARGARETELOR Nr. 26, Judet Timis","202636","202636","140437","","706","139731","","247398","247398","","95675","200","","226912","227277","246946","0","19669","0","21940","1"
"ANTONIO STYLE 2006 SRL","18209914","J13/3907/2005","ROONRC.J13/3907/2005","1048,2080","Municipiul Constanta, B-dul 1 MAI Nr. 39, Bloc S4, Scara C, Apartament 32, Judet Constanta","","","5287","4003","","1284","","49136","49136","","-43849","200","","95890","95890","81669","14221","0","13262","0","4"
"GAMA - PREFABRICATE BETON SRL","480456","J40/1673/1991","ROONRC.J40/1673/1991","1048,2080","Bucuresti Sectorul 4, Str. ILIE OPREA Nr. 15","","","59817","","50245","9572","","58220","58220","","1597","200","","16105","16105","18065","0","1960","0","2443",""
"GIULIA TASIAR SRL","36654804","J10/1021/2016","ROONRC.J10/1021/2016","1048","Municipiul Buzau, Str. DOROBANTI Nr. 192, corp C1, camera 3, Judet Buzau","7022","","226556","","119","226437","","1000","","","225556","1000","","210408","210408","3468","206940","0","173830","0",""
"NUOVE PROSPETTIVE SRL","15703351","J35/1975/2003","ROONRC.J35/1975/2003","1048,2069,2080","Sat Ghiroda, Comuna Ghiroda, Str. APELE REPEZI Nr. 15, CAMERA 3, Judet Timis","1620030","1620030","25212","","2128","23084","","1998379","1998379","","-353137","2220","","","231014","168279","62735","0","56078","0",""
"AGRICOLA RAISTAR SRL","18255228","J13/4056/2005","ROONRC.J13/4056/2005","1048,2080,2103","Sat Valu lui Traian, Comuna Valu lui Traian, Str. IZLAZULUI Nr. FN, Judet Constanta","641763","641763","1026376","348575","50086","627715","","252442","252442","","1415697","1000","","822754","1192831","1018561","174270","0","164898","0","7"
"CLICK SERV TECHNOLOGY SRL","36655320","J29/1866/2016","ROONRC.J29/1866/2016","1048","Municipiul Ploiesti, Str. 13 DECEMBRIE Nr. 19, Bloc H1, Scara A, Etaj P, Apartament 3, Judet Prahova","9511","","103554","5141","","98413","","1426","","","102128","200","","141515","141515","49727","91788","0","87534","0",""
"DORIS IMPORT-EXPORT SRL","3397895","J40/2383/1991","ROONRC.J40/2383/1991","1048,2080","Bucuresti Sectorul 2, Str. MAICA DOMNULUI Nr. 56A","120950","120950","199682","61","220","199401","","861","861","","319771","200","","25391","25391","7327","18064","0","17302","0",""
"TEHNO MED LIZ SRL","18269320","J13/24/2006","ROONRC.J13/24/2006","1048,2080","Municipiul Constanta, Aleea PELICANULUI Nr. 8, Bloc AV39, Scara B, Apartament 24, Judet Constanta","76272","76272","279362","272577","1675","5110","","260506","260506","","95128","8850","","596418","600062","553988","46074","0","39998","0","4"
"INTREPRINDEREA DE PROIECTARE SI EXECUTIE ECHIPAMENTE ELECTROTEHNICE BUTI SRL","429593","J40/2396/1991","ROONRC.J40/2396/1991","1048,2080","Bucuresti Sectorul 6, B-dul GENIULUI Nr. 38","","","78497","10797","66377","1323","","124590","124590","","-46093","200","","95946","95946","68001","27945","0","26986","0",""
"MARTOIU DANIELA SRL","15417090","J38/359/2003","ROONRC.J38/359/2003","1048,2080","Municipiul Dragasani, Str. Dr. Dumitru Bagdasar Nr. 31, Judet Valcea","360252","360252","451901","314389","99570","37942","19613","521063","521063","","310703","200","","514960","515030","425601","89429","0","84279","0","2"
"DELTA ELECTROTEHNIC MUNTEANU SCS","402202","J40/2525/1991","ROONRC.J40/2525/1991","1048,2080","Bucuresti Sectorul 5, Str. FRATII BUZESTI Nr. 18","311465","311465","267113","","284255","-17142","","182378","182378","","396200","204","","1304471","1304471","1327740","0","23269","0","35825","15"
"POROJAN SRL","15417082","J38/358/2003","ROONRC.J38/358/2003","1048,2074,2110,2114","Municipiul Dragasani, Str. Tudor Vladimirescu Nr. 414, Bloc T.3, Scara E, Etaj P, Judet Valcea","","","2548","","5","2543","","103605","103605","","-101057","200","","54791","54791","55061","0","270","0","818","2"
"SARA TRANSPORT SRL","18265531","J13/22/2006","ROONRC.J13/22/2006","1048,2080","Municipiul Constanta, B-dul AUREL VLAICU Nr. 125, lot 12, Biroul S8, et.1, Judet Constanta","43770","43770","177386","10494","124009","42883","890","215553","215553","","6493","5000","","344966","344976","341033","3943","0","493","0","4"
"ALIMENT COM SRL","15417040","J38/361/2003","ROONRC.J38/361/2003","1074,2080,2120","Municipiul Ramnicu Valcea, Str. Calea lui Traian Nr. 146, Bloc 6, Scara A, Apartament 8, Judet Valcea","508","508","218","","","218","","26298","26298","","-25572","200","","","","","","","","",""
"ECO SPARK SRL","18313884","J13/143/2006","ROONRC.J13/143/2006","1048,2080","Loc. Mamaia, Municipiul Constanta, Str.MAMAIA, LOT NR. 1, CAREU 48, CAMERA NR. 2, Judet Constanta","4540","4540","20679","7050","12890","739","","113388","113388","","-88169","200","","4774","8134","57827","0","49693","0","49936",""
"LIBRA CONSULTING SRL","18309298","J13/123/2006","ROONRC.J13/123/2006","1048,2080","Municipiul Constanta, Str. ALEXANDRU CEL BUN Nr. 15A, Judet Constanta","6904","6904","15728","","499","15229","1363","42236","42236","","-18241","200","","155809","155833","116874","38959","0","33279","0","1"
"KAZA PRODUCT SRL","17137046","J38/53/2005","ROONRC.J38/53/2005","1048,2072,2080,2103","Municipiul Ramnicu Valcea, Str. LESPEZI Nr. 74, Judet Valcea","","","23196","12853","5972","4371","3059","49519","49519","","-23264","600","","628727","628727","660700","0","31973","0","37724","4"
"COSTACHE AGRICOL SRL","18417265","J13/519/2006","ROONRC.J13/519/2006","1048,2080","Sat Dobromiru din Deal, Comuna Dobromir, Str. VETERANI Nr. 16, Judet Constanta","163100","163100","467110","302745","93427","70938","","268956","268956","","361254","87540","","557421","994037","801329","192708","0","186736","0","4"
"TEODENT SRL","17140203","J38/67/2005","ROONRC.J38/67/2005","1048,2080","Loc. Horezu, Oras Horezu, Str. 1 DECEMBRIE Nr. 135, pct. FERIGI, Judet Valcea","9851","9851","4910","1840","911","2159","81","68564","68564","0","-53722","25300","0","181926","181926","98729","83197","0","81378","0","2"
"MACIAN SRL","17126225","J38/50/2005","ROONRC.J38/50/2005","1048,2080,2110","Municipiul Ramnicu Valcea, Str. Paraul Hotului Nr. 21, Judet Valcea","","","10581","4159","158","6264","","204","204","","10377","200","","9409","9409","2441","6968","0","6686","0",""
"ALEX TEX SRL","12607260","J38/25/2000","ROONRC.J38/25/2000","1048,2080","Municipiul Ramnicu Valcea, Str. REGINA MARIA Nr. 4, parter, Bloc Cozia, Judet Valcea","118091","118091","298827","114745","332","183750","","310512","310512","","106406","150200","","140549","142627","80406","62221","0","60794","0","1"
